11.28,70.8671705148,7.7908481634,0
13.98,92.7549364925,3.7969176944,0
10.42,93.2166199732,1.4160537691,0
12,62.9528708445,5.720299086,0
17,69.0341855601,2.4639021842,0
9.84,67.6730733027,1.7083634032,0
14.07,28.7033212755,3.9848946588,0
10.94,28.6030663207,1.2564047301,0
11.69,62.0207126734,4.28657641,0
4.99,39.9383863511,5.9496508167,0
12.38,62.9190681509,1.2419235695,0
5.84,29.9575873914,5.4659901164,0
18.08,32.6900248547,13.9120634034,0
8.17,83.8391154656,2.9140411058,0
7.08,61.7829917598,2.0451275399,0
18.03,83.9384823366,7.345666151,0
2.92,22.543158848,3.7886721466,0
14.01,82.402636704,3.2260352487,0
444.48,91.9210824607,2.8531742907,0
17.51,64.9646606601,1.4460056238,0
9.49,64.9653376311,1.9605137962,0
24,87.0113290228,2.0618748557,0
7.94,67.2311020702,1.316914103,0
0.31,44.0200017713,1.9150177724,0
12.98,67.7333772129,4.9912190481,0
4.73,65.0770314275,15.1697932604,0
23.73,62.9968786721,2.5019398452,0
22.64,65.3693133937,1.6838876876,0
9.01,88.2994356757,1.3780945584,0
24,61.8644776882,2.1250870217,0
256,37.0318010245,46.2938442727,0
16.63,78.1473411996,9.5878366544,0
13.19,97.2042192378,11.1939354198,0
11.7,94.7218752951,6.6711689998,0
4.88,91.0326688607,3.7714422876,0
8.11,65.2571619101,1.9775127251,0
19.08,49.7765427422,5.2924061614,0
407.5,58.3744842813,10.0058508509,0
12.55,98.2916601561,7.5839860881,0
23.53,65.7052127509,4.1054880255,0
101.48,64.3366972801,6.7974588761,0
2.5,83.4757699101,1.3025784052,0
0,22.7058593861,13.3137834965,0
13.07,84.8068441594,3.6470500355,0
12.1,70.294344612,0.2726858801,0
24,65.9802169643,2.5382059479,0
24,82.960222446,7.4848120638,0
24,64.9902169029,2.8177579246,0
10.86,73.4672365792,7.0210881345,0
20.77,61.9695627487,6.2975032848,0
24,87.6527946179,0.2336436128,0
24,63.085719313,6.7693746704,0
18.59,92.2097548509,6.4452608758,0
18.6,66.425515099,2.2831895336,0
5.91,84.1260005604,7.2526364263,0
2.5,91.0533255609,4.6783848541,0
16.87,46.6199817563,8.2742111173,0
1.49,70.9304428395,3.3728246335,0
4.85,78.4111472526,4.1611858817,0
19.31,33.7261521684,5.0488461625,0
0.37,58.3819049992,1.9873544138,0
9.54,79.4114927822,2.719546834,0
19.99,21.1592556263,6.4598516703,0
11.77,89.9020027953,2.290374918,0
8.09,82.8343002627,1.7571061512,0
4.46,69.2454671565,4.4307263751,0
21.13,25.1355788961,1.8713256042,0
13.48,74.3902404334,3.5929794974,0
19.08,71.7738479467,13.9770202977,0
5.79,71.2903887837,10.1640036456,0
0.84,86.2246906851,1.7374002514,0
18.96,74.401624883,8.1701435615,0
24,40.529629242,14.0925032302,0
3.2,71.0132062663,3.0724403822,0
15.44,87.0985141913,1.9585008814,0
0.03,54.2721986473,4.2586281638,0
696.5,86.9122287906,12.1843496394,0
2,95.1431012196,17.4863979363,0
23.98,62.5921075113,5.3740246803,0
13.16,81.2820073461,4.9103266305,0
2.68,91.388567495,10.971535949,0
9.88,86.5873856308,0,0
21.97,77.6540592913,12.3708041786,0
24,62.7754073102,6.1280910809,0
14.8,24.4611337945,0.9806743978,0
9.6,26.721940762,3.234862292,0
12.7,86.8952191194,7.43086339,0
455.5,23.4361696711,11.5204250345,0
13.02,88.3836657604,2.3552129378,0
7,80.2132645323,3.7396712305,0
14.45,86.2778625808,16.4914069707,0
6.49,71.9588255186,8.3566578151,0
1.49,60.8409036125,6.0882786031,0
6.64,73.1565917589,3.649526365,0
11.81,62.3271255034,3.6014005852,0
15.77,22.8673640877,7.0004865131,0
5.86,66.9798552092,1.1632121803,0
13.22,70.3757858834,7.5108206174,0
19.16,88.3516538893,1.6560800889,0
19.12,88.6441446213,1.6374622485,0
12.44,24.3266283578,10.6748455306,0
19.5,62.234222461,3.6690230367,0
16.3,80.5517445213,11.1887869299,0
16.3,80.3458838213,11.5980432546,0
7.5,67.8491985476,15.3779436429,0
24,87.0447672511,3.2905035656,0
24,83.5306529529,1.8225294175,0
425.49,65.4604087294,2.4060614896,0
350.49,22.8832902033,9.3458509216,0
12.78,89.9203237046,1.544484012,0
23.97,61.359534701,12.8280344919,0
23.79,66.8221021823,5.5478531936,0
22.07,62.8600327853,2.8037186764,0
23.46,22.8458855941,16.3611790426,0
15.47,69.6343106568,4.5143541935,0
15.12,64.4479754587,0.11352348,0
7.95,84.5531111502,0.7055174294,0
8.69,87.4431572252,6.8498331615,0
23.81,62.6708535962,18.6256806828,0
9.93,14.6966393107,4.9616787887,0
24,31.2002122988,14.6042731847,0
21.71,15.5478447229,33.2327703162,0
9.19,43.8414879171,3.548315197,0
24,20.378255903,14.7792385362,0
16.76,84.9721610068,4.3502599391,0
21.62,95.3884747453,5.1870710543,0
2.47,65.6219419168,2.3285763065,0
13.6,76.9887816804,11.9653562924,0
9.61,66.4207076581,4.8249092398,0
21.08,92.1087123229,4.1830451027,0
15.71,100.662092226,2.9258401646,0
24,22.1029947854,0,0
10.57,25.2837690483,1.990841999,0
24,63.637191179,10.9678019723,0
186,63.6139452878,8.0950978503,0
12.04,84.3192043957,11.282075359,0
24,63.1757895082,10.3776793654,0
24,63.232172804,8.4238237054,0
15.86,84.5607793981,3.2660528791,0
7.33,65.6547703466,2.6171023453,0
5.73,61.0273395095,12.3386324708,0
13.07,28.3324422627,3.3984083782,0
15.63,58.2458686608,4.1496676194,0
17.47,68.3326219783,1.5314420924,0
10.76,83.2623089775,4.6537631057,0
16.26,88.0579958917,13.6309607744,0
20.21,27.2550022494,4.1923467546,0
11.57,91.8914417368,1.0348508494,0
13.25,87.983422494,2.8884558235,0
23.32,93.0505486282,2.3808463302,0
12.68,81.6495936927,10.8813651549,0
19.91,90.6897793677,17.7587610214,0
23.93,21.1009504711,4.8995114515,0
8.61,26.9568465558,1.5846804593,0
13.18,62.6514761084,3.5993740101,0
14.8,24.6220318687,15.0203186399,0
21.76,49.5681105568,10.3582156086,0
19.72,60.6834338952,2.6114942808,0
5.62,70.0552089349,5.347960445,0
5.47,69.8746854155,5.1907465442,0
0.59,46.5284328737,9.6309626298,0
23.98,24.7747503049,10.1209245208,0
24,29.0678683134,1.7991508354,0
24,86.7507678062,2.2114961108,0
23.71,29.5958691309,7.3010007569,0
20.56,16.6009843264,4.5530696921,0
12.92,83.1452183211,12.4519229589,0
23.54,66.9248761893,5.2963455446,0
23.71,65.7756597476,2.5647222799,0
241,57.1414584908,2.9093133222,0
12.44,23.7881182974,2.8063562833,0
24,69.5037813793,1.5122975735,0
24,63.1447655159,9.9235766749,0
24,63.0952879231,9.5253475001,0
0.8,38.8459373983,2.7798215926,0
7.27,65.3799281759,3.9987438,0
12.2,88.0168177056,5.7297783892,0
14.4,82.06033977,4.6344190535,0
2.75,94.8737669617,3.9427773049,0
19.46,64.207671096,7.3500198212,0
23.99,59.5258188082,4.7087706585,0
24,21.0869745266,4.4281377786,0
9.21,69.1249186633,2.4918332096,0
13.27,86.309521554,5.6016941393,0
8.82,20.4967859869,2.2820573406,0
10.2,60.7253134892,3.9454214807,0
21.78,41.4606816695,5.8090961905,0
4.85,25.2776597809,1.9927221995,0
24,21.1295765535,10.6892158069,0
24,86.5273196722,17.3954955723,0
15.18,62.3230019453,6.8169506033,0
11.76,59.4053609967,10.2135714745,0
3.5,66.4546543715,4.0188486926,0
13.59,64.8249665497,2.8033256754,0
10.8,84.7017219803,1.2238566552,0
6.28,25.7465746861,3.9496156799,0
9.32,61.9062117835,2.4361228779,0
15.77,71.3262402116,3.2379930222,0
12.45,66.076391741,8.232100861,0
23.86,21.2444689964,14.3014087475,0
1.65,87.6638024546,2.5245230015,0
9.52,64.1662257385,6.8403738153,0
1.09,80.7624147615,9.4804232977,0
18.88,87.9292831465,2.5989218593,0
17.07,23.189990663,21.5271631377,0
6.92,31.662878223,5.4004156254,0
7.33,61.1082134069,1.2526735291,0
23.73,27.549420158,2.1388239541,0
19.23,33.6749220991,4.4378383049,0
0.92,35.4659981264,4.7077152867,0
4.09,63.6329179372,4.8235912584,0
17.53,66.3177392394,6.2175863544,0
23.72,64.1498559201,2.9163583168,0
8.55,95.2849450099,3.7313993908,0
23.77,64.1659055319,1.2069879338,0
14.98,61.374213088,5.484463028,0
23.92,24.570176232,11.5067141919,0
12.13,23.7515403341,2.0563749618,0
23.94,27.268516864,2.1790460403,0
8.38,84.0033691604,2.1348232724,0
2.5,84.4211046501,2.2130408774,0
23.66,65.3608897649,3.7889615691,0
13.55,30.7664564117,2.9621524411,0
14.59,66.264898103,7.7007097981,0
316,64.2745692467,11.5099682555,0
23.58,59.6185356523,2.535813146,0
17.96,84.2065239353,4.3502302435,0
0.55,26.5785039695,5.7954229719,0
11.7,28.4634188436,16.8218043388,0
590.47,59.713071271,12.5368238498,0
4.63,63.2842155932,8.2270415281,0
21.69,3.0393591672,5.5926544059,0
17.21,61.643927192,1.8319160472,0
24,87.4035872595,2.5391821012,0
21.73,76.3400368844,4.8414411688,0
20.23,68.6474101371,3.3455348615,0
18.77,27.3841484556,2.886385209,0
3.46,62.0730246749,2.5683486916,0
0.24,97.921830743,5.4815121818,0
22.67,58.5218690056,8.4626488648,0
24,81.195151335,11.2246205548,0
11.99,70.1662428109,6.0140550998,0
8.96,89.8854834938,3.2224928346,0
24,81.3317067826,11.126908526,0
2.59,40.9015081611,4.2275340537,0
7.49,36.0691060355,5.0956969635,0
10.35,94.1423878546,3.2878849894,0
2.96,89.1750581921,0.9897272572,0
3.7,96.1355558579,10.983052433,0
9.8,67.835570345,8.9472576758,0
12.65,89.8182191401,1.5638226481,0
7.99,85.6050598187,7.220705392,0
17.33,73.6652641855,10.1423069764,0
17.8,63.5523878797,10.9340402304,0
24,18.7076185039,2.8423420029,0
5.65,63.833857314,0.9969436374,0
12.12,94.7725729,4.63536689,0
8.19,84.36207241,3.8528988858,0
24,66.9149122141,2.0325653507,0
24,64.746130087,1.7696502277,0
6.38,34.0338852008,6.7796641097,0
5.12,25.6742210298,2.1720602718,0
4.03,90.994403226,16.1417277834,0
5.93,64.3935738701,2.4101516013,0
4.46,87.3587432494,9.6157646059,0
8.7,62.6365453403,2.5910286236,0
8.74,93.6988232826,14.7881551804,0
12.51,64.7055213365,8.1081570068,0
21.08,83.8504738304,4.1549012672,0
0.42,89.4808182644,2.4829069892,0
16.08,33.2261267313,1.5826977441,0
16.69,61.7873610037,7.1117728231,0
17.88,28.2942424696,11.7355458486,0
3.59,64.086750039,1.542449198,0
5.54,69.789153577,4.6545450759,0
16.93,31.6912639889,6.7502945159,0
8.7,74.255983768,6.5804004473,0
8.69,64.6821726218,0.3851042667,0
5.34,69.8982331796,4.1640222726,0
5,39.2256883262,2.7199813883,0
5,39.7021954255,2.1588452403,0
335.49,64.9590534357,2.4512887235,0
17.49,29.5129219219,2.3370379507,0
11.08,95.1588473177,2.3655946682,0
9.73,34.3952922102,4.7619454974,0
0.71,67.406646826,2.5244287627,0
6.09,62.7758754365,2.1421313157,0
6.55,64.5479503218,0.782488973,0
7.12,85.6549814035,4.3788880581,0
24,91.958920836,2.5234942754,0
1,64.3461104657,1.6866932543,0
3.29,63.7349489538,0,0
0.78,17.6008510508,2.6274259942,0
23.81,23.1941892197,3.8909103524,0
1.01,85.1348976569,13.6726902356,0
24,84.6382648065,0.7700167183,0
17.92,41.1761650589,5.8549254817,0
8.94,64.0253802945,0.9215139917,0
17.32,25.0368633443,3.3437700419,0
7.07,90.1893727453,5.0316917498,0
24,80.4552534042,11.058044068,0
1.69,59.7266561171,6.3174190017,0
1.67,26.1626369139,6.2396400051,0
12.76,72.1756310852,2.5294860447,0
4.6,65.9774808836,2.2249293932,0
10.63,67.8037636227,2.7694976589,0
6.19,60.1067597827,2.0322051496,0
19.22,89.9283208761,6.0985955233,0
19.18,90.0775588482,5.6746216825,0
4.6,90.6518444499,2.3336680073,0
24,80.0020786735,11.8267824789,0
18.92,67.1765366951,2.1320691161,0
3.19,25.9077566982,1.7579433789,0
11.06,92.0964060399,2.2418335514,0
8.64,45.058617019,3.6864125297,0
4.28,29.6198451765,7.2626574841,0
9.93,60.9079251257,7.0431908545,0
24,93.4670164469,3.8986584206,0
16.49,67.9323721656,2.9134953928,0
0.76,22.2416745399,5.9023845458,0
6.72,83.8757915011,1.7193294606,0
5.81,71.7341338455,6.1944113059,0
15.78,67.9115342481,6.0242675519,0
16.07,90.3821657104,11.0025851891,0
12.11,20.4526319702,5.4144678095,0
7.79,88.6180035281,6.265377547,0
5.58,77.8212285016,2.8075725608,0
8.64,94.4021888206,3.6486593642,0
3.28,33.0148441948,3.1626793888,0
21.57,65.0483502847,8.3450020976,0
15.01,67.4487340614,3.6241698652,0
3.46,87.8903335804,4.8135167542,0
23.97,67.0647501606,1.8323759168,0
5.64,74.5677554564,3.6707068062,0
16.32,22.587082449,2.8065067299,0
16.85,80.3568346555,9.1853984174,0
9.61,73.6360012201,1.288514414,0
0.86,29.852769868,3.7030858443,0
24,65.4532944063,2.0840811823,0
645.5,21.0149970914,11.1957075261,0
18.96,95.1806827568,4.4478231345,0
9.57,29.1526649878,4.2750930651,0
615,11.4200086809,22.3292429113,0
15.99,32.3296564249,8.06185531,0
5.5,62.9741329095,11.8220307616,0
5.5,62.8974259974,9.4315174381,0
18.89,19.5446035777,11.019733522,0
13.89,62.0453617897,3.1288441712,0
24,20.5083592029,10.4578585732,0
24,64.1791246885,10.1868339191,0
9.02,65.5933576833,2.8587494094,0
24,88.5912070485,4.922900907,0
17.76,27.1588184932,1.9977522745,0
16.34,30.3238961313,6.3600567952,0
7.94,63.9618462293,0.725993235,0
16.41,89.3347397169,1.6341282188,0
24,24.5862787054,13.3772670196,0
11.09,61.1539641225,7.5629254401,0
6.1,87.8354403002,2.8041547065,0
1.26,29.3364021004,3.5473521371,0
8.15,88.6583693145,3.2675009438,0
4.74,58.6714551433,3.3976404143,0
15.48,65.5851471997,9.4636724798,0
16.97,62.6403328727,4.7588582665,0
16.07,89.2534402956,4.4721869196,0
1.48,24.0310825129,2.7290883213,0
24,88.0214763158,2.6404124043,0
24,64.2524405271,2.2725623526,0
24,65.2584654024,3.928010523,0
24,86.1548840803,7.7800345348,0
10.5,61.8690512605,3.0173944658,0
17.9,80.8587904586,9.1426732335,0
23.49,23.6555315081,10.6484385155,0
23.98,62.4067773887,17.5025547658,0
1.49,67.5980197755,2.9184803082,0
16.05,58.95247084,6.68811806,0
16.83,81.1528207354,8.5855793697,0
6.24,26.4565616816,2.6907422294,0
17.19,61.3192429563,20.8930695108,0
12.3,60.7409085881,9.4800025641,0
14.9,63.9649687782,2.2691131232,0
18.25,101.828327779,5.7659112545,1
17.01,85.7471394624,10.3028691681,1
17.93,62.8227245661,10.7566490538,1
8.21,25.5725610761,3.7708551634,1
9.29,68.5611862866,1.7963457542,1
4.98,32.3008043376,11.5301973641,1
22.03,83.213839893,15.5107591668,1
8.6,64.4510624629,1.2871269341,1
11.93,80.9228772689,5.919913342,1
7.27,66.4061565612,3.3376498618,1
9.19,64.7026100861,2.9122898771,1
12.28,67.5966638682,2.4335923709,1
1.98,96.740736409,4.5828658838,1
14.36,23.4449585219,2.7604032984,1
18.47,27.1255067274,10.42531123,1
19.09,7.7296132782,4.007439951,1
18.48,93.5717204016,5.3997479796,1
17.51,72.1772139104,7.3722921396,1
14.48,92.9483817291,2.44165871,1
12.59,63.6479666922,4.8639175195,1
7.58,90.2098144679,4.6054814553,1
4.48,84.3446467982,3.7718313477,1
8.8,93.2278358097,1.0623703481,1
7.68,68.1559590343,2.94276537,1
23.67,82.3469779902,7.1458768126,1
12,93.4075524116,8.603229064,1
18.57,28.3726627197,13.3116985692,1
23.69,31.5411432302,12.6723297668,1
4.39,61.7813170078,15.7371873116,1
10.58,64.2235335083,4.1873529629,1
8.98,45.6825638216,1.5526019283,1
15.95,42.8254211149,3.4475005778,1
3.12,74.869107102,2.4826908448,1
8.59,100.574207637,2.6725395594,1
3.46,63.7096215531,1.6429739087,1
24,71.0170719581,45.1289738688,1
1.96,81.2894468247,13.8344861676,1
5.99,67.4896254889,2.8721206258,1
3.17,67.9470250574,8.1703141524,1
9.49,103.147599917,3.0377913283,1
7.87,72.3274441762,6.9217408348,1
20.13,34.85783607,6.9143284929,1
15.88,72.2872457865,2.1696380708,1
15.81,18.6003717982,3.6923101668,1
17.41,23.1469312649,12.6573675667,1
5.6,87.7838983286,0.3884119983,1
11.46,22.324924788,9.5221949476,1
6.36,89.6884619109,2.3590731702,1
14.26,92.3089102497,8.703857647,1
12.75,72.0356450221,6.2682365476,1
14.59,89.6494274556,2.1065037561,1
1.33,78.368952859,5.670215513,1
13.7,67.8481685605,5.4659504177,1
11.88,65.585532395,2.2031837745,1
13.16,73.8659010642,6.3089943544,1
19.15,26.7796576648,1.7838992107,1
6.23,61.6598782391,1.9148673312,1
17.23,70.7844614211,1.5170643214,1
11.01,66.8703791783,1.2922981994,1
13.62,79.9342678356,7.956070787,1
11.3,75.7017346153,4.7976579916,1
13.09,60.2919638609,8.1570352078,1
11.18,62.136750557,1.8593918761,1
19.38,91.5912220521,4.8293630301,1
7.57,70.8404567039,3.560140655,1
1.38,34.2488812975,4.8869610948,1
24,22.4481826965,1.5867218107,1
8.96,71.9711516245,4.3487133191,1
16.89,101.395330948,3.2466434696,1
6.16,62.5145974017,3.1822928104,1
11.82,93.8228605562,7.1271810453,1
6.18,65.4696849848,7.7000670628,1
21.95,80.548171366,10.5069804128,1
12.88,63.0776637388,11.9155336884,1
18.78,83.8957056932,6.0853945177,1
19.09,64.9623591986,2.3188895488,1
5.99,64.6752236314,2.5920151701,1
22.32,31.6755508124,21.9850572694,1
11.25,62.2292772476,2.8127046987,1
24,33.0208823573,14.3719335828,1
21.9,70.7337269883,54.8049014147,1
7.26,32.2158798245,3.7717594236,1
122.47,86.0185281314,13.4794015412,1
24,63.1527256443,1.9275087688,1
24,89.5090798356,12.1430874638,1
7.38,70.2495348282,10.1210311185,1
13.95,25.3688636577,2.2292034616,1
17.8,65.3876482422,3.5754020914,1
7.81,83.1564005208,1.6562915658,1
